candidate_id,job_req_id,application_date,current_stage,technical_score,source
CAND_00339,REQ_MFG_003,2026-01-10,Applied,78.94922984240523,Agency
CAND_00340,REQ_BOT_002,2025-01-22,Screening,74.81608263876855,Career Site
CAND_00341,REQ_AI_001,2025-08-26,Screening,56.1255678074924,Referral
CAND_00342,REQ_MFG_003,2025-06-07,Applied,24.62441609706001,Referral
CAND_00343,REQ_BOT_002,2025-02-07,Applied,48.82101084898314,Career Site
CAND_00344,REQ_MFG_003,2025-08-18,Applied,79.35706545388015,Agency
CAND_00345,REQ_BOT_002,2025-12-31,Applied,3.1778484357324444,Referral
CAND_00346,REQ_MFG_003,2025-02-20,Technical Assessment,78.20507692637582,Career Site
CAND_00347,REQ_BOT_002,2025-09-21,Applied,24.00707404875665,Agency
CAND_00348,REQ_AI_001,2025-10-10,Technical Assessment,14.430920072160303,Agency
CAND_00349,REQ_BOT_002,2025-01-27,Screening,11.570131818030216,Referral
CAND_00350,REQ_MFG_003,2025-08-14,Onsite,2.725001195081511,LinkedIn
CAND_00351,REQ_MFG_003,2025-10-04,Screening,52.35864852214529,LinkedIn
CAND_00352,REQ_BOT_002,2025-10-13,Applied,21.82598726937295,Referral
CAND_00353,REQ_AI_001,2025-04-07,Screening,98.94317657796316,Agency
CAND_00354,REQ_AI_001,2025-10-11,Applied,57.443675587220575,Referral
CAND_00355,REQ_BOT_002,2026-01-02,Screening,13.788526935601041,Career Site
CAND_00356,REQ_BOT_002,2025-11-13,Offer,68.87625408113654,LinkedIn
CAND_00357,REQ_MFG_003,2025-10-31,Applied,89.77435665097254,Career Site
CAND_00358,REQ_AI_001,2025-05-27,Applied,74.51794953696144,Referral
CAND_00359,REQ_BOT_002,2025-01-04,Technical Assessment,7.6439861039447665,Referral
CAND_00360,REQ_AI_001,2025-02-04,Onsite,89.58841811926595,Agency
CAND_00361,REQ_BOT_002,2025-07-11,Screening,79.39293858599648,Agency
CAND_00362,REQ_BOT_002,2025-02-18,Applied,15.830390010561434,Agency
CAND_00363,REQ_AI_001,2025-01-17,Screening,5.1785888732816865,Career Site
CAND_00364,REQ_BOT_002,2025-06-21,Applied,55.73105753143085,Agency
CAND_00365,REQ_BOT_002,2025-08-08,Technical Assessment,15.60358113399769,Referral
CAND_00366,REQ_MFG_003,2025-06-07,Hired,83.4590952595272,Agency
CAND_00367,REQ_BOT_002,2025-02-15,Technical Assessment,35.833465667167374,LinkedIn
CAND_00368,REQ_BOT_002,2026-01-08,Onsite,91.28924447365753,Agency
CAND_00369,REQ_BOT_002,2025-01-06,Applied,56.56881721410058,Career Site
CAND_00370,REQ_MFG_003,2025-04-09,Technical Assessment,48.82101084898314,LinkedIn
CAND_00371,REQ_AI_001,2026-01-15,Technical Assessment,13.95988673598001,LinkedIn
CAND_00372,REQ_MFG_003,2025-08-21,Applied,57.64724375577539,LinkedIn
CAND_00373,REQ_MFG_003,2025-02-06,Onsite,76.18836118624439,Career Site
CAND_00374,REQ_AI_001,2025-10-07,Applied,78.15056477421821,Referral
CAND_00375,REQ_MFG_003,2025-12-15,Screening,27.575740444128126,Agency
CAND_00376,REQ_AI_001,2025-10-29,Technical Assessment,20.424675891216747,LinkedIn
CAND_00377,REQ_MFG_003,2025-06-30,Screening,1.6756304492382412,LinkedIn
CAND_00378,REQ_AI_001,2025-04-05,Applied,67.91991512011694,LinkedIn
CAND_00379,REQ_BOT_002,2025-04-09,Screening,7.656825843353898,Referral
CAND_00380,REQ_MFG_003,2025-07-07,Screening,42.07612017659258,Referral
CAND_00381,REQ_MFG_003,2025-04-26,Offer,60.16821640182961,Career Site
CAND_00382,REQ_MFG_003,2025-07-10,Screening,93.71089449196771,Referral
CAND_00383,REQ_MFG_003,2025-09-10,Applied,31.180213695576864,Agency
CAND_00384,REQ_BOT_002,2025-06-10,Technical Assessment,24.977216244651977,Career Site
CAND_00385,REQ_MFG_003,2025-09-13,Screening,65.41601542860984,Career Site
CAND_00386,REQ_BOT_002,2025-11-19,Screening,61.923903205358165,Agency
CAND_00387,REQ_BOT_002,2025-05-08,Screening,33.21097833081246,Agency
CAND_00388,REQ_BOT_002,2025-01-18,Onsite,92.81018355097865,Agency
CAND_00389,REQ_BOT_002,2025-10-08,Screening,84.48623274896327,Career Site
CAND_00390,REQ_AI_001,2025-08-11,Screening,22.398254586508116,Career Site
CAND_00391,REQ_AI_001,2025-02-23,Applied,23.91425454345232,Career Site
CAND_00392,REQ_MFG_003,2025-02-27,Applied,51.23003468870806,Agency
CAND_00393,REQ_AI_001,2025-11-19,Applied,77.35721017307203,Agency
CAND_00394,REQ_AI_001,2025-12-26,Applied,4.4040379388464395,LinkedIn
CAND_00395,REQ_MFG_003,2025-06-23,Screening,69.33351537347066,Referral
CAND_00396,REQ_MFG_003,2025-10-07,Technical Assessment,64.82358973820969,LinkedIn
CAND_00397,REQ_MFG_003,2025-04-24,Screening,23.148009591298823,Agency
CAND_00398,REQ_AI_001,2025-10-15,Technical Assessment,68.13530132413487,Career Site
CAND_00399,REQ_AI_001,2025-12-08,Hired,94.01831912520827,Agency
CAND_00400,REQ_MFG_003,2025-05-31,Technical Assessment,4.6785844971768515,Referral
CAND_00401,REQ_BOT_002,2025-05-07,Screening,31.96520552920625,LinkedIn
CAND_00402,REQ_MFG_003,2025-06-04,Screening,43.817671666635526,LinkedIn
CAND_00403,REQ_BOT_002,2026-01-21,Screening,89.92603589246896,Career Site
CAND_00404,REQ_BOT_002,2025-09-30,Applied,96.22614466091566,LinkedIn
CAND_00405,REQ_MFG_003,2025-04-14,Applied,44.41152464963323,LinkedIn
CAND_00406,REQ_MFG_003,2026-01-28,Offer,48.82101084898314,Agency
CAND_00407,REQ_MFG_003,2025-10-26,Technical Assessment,53.1661023764483,LinkedIn
CAND_00408,REQ_AI_001,2025-09-03,Applied,53.77829347413765,LinkedIn
CAND_00409,REQ_BOT_002,2025-06-25,Screening,27.809951506635645,LinkedIn
CAND_00410,REQ_AI_001,2025-02-08,Technical Assessment,21.69562458638795,Career Site
CAND_00411,REQ_AI_001,2025-06-19,Applied,28.800534592404116,Career Site
CAND_00412,REQ_MFG_003,2025-09-04,Applied,55.63280072570793,Agency
CAND_00413,REQ_AI_001,2025-01-26,Onsite,2.9155186022088997,LinkedIn
CAND_00414,REQ_MFG_003,2025-12-21,Screening,48.82101084898314,Career Site
CAND_00415,REQ_BOT_002,2025-11-02,Applied,15.628370954977623,Career Site
CAND_00416,REQ_MFG_003,2025-01-13,Screening,22.008867687138654,Agency
CAND_00417,REQ_AI_001,2025-11-12,Onsite,51.827617644764636,Referral
CAND_00418,REQ_AI_001,2026-01-26,Screening,71.01147663372794,LinkedIn
CAND_00419,REQ_MFG_003,2025-11-09,Applied,9.57290547443973,Career Site
CAND_00420,REQ_MFG_003,2025-02-05,Applied,31.76946975471622,Agency
CAND_00421,REQ_AI_001,2025-06-22,Screening,96.86746055743572,Agency
CAND_00422,REQ_BOT_002,2025-01-20,Screening,26.23429667809457,Agency
CAND_00423,REQ_BOT_002,2025-11-17,Technical Assessment,31.305014506314688,Career Site
CAND_00424,REQ_MFG_003,2025-09-21,Applied,48.82101084898314,LinkedIn
CAND_00425,REQ_BOT_002,2026-02-04,Onsite,5.021443169045526,Referral
CAND_00426,REQ_AI_001,2025-05-22,Applied,48.82101084898314,LinkedIn
CAND_00427,REQ_MFG_003,2026-01-06,Applied,37.96167644516702,Agency
CAND_00428,REQ_AI_001,2025-05-23,Applied,31.658675990865113,Agency
CAND_00429,REQ_AI_001,2025-04-02,Applied,28.569959404476453,Referral
CAND_00430,REQ_BOT_002,2025-12-20,Screening,9.13741048604092,LinkedIn
CAND_00431,REQ_MFG_003,2025-11-18,Screening,31.48258293516488,Agency
CAND_00432,REQ_MFG_003,2025-10-15,Applied,4.305240271566857,Agency
CAND_00433,REQ_BOT_002,2025-08-03,Screening,78.09638636444353,LinkedIn
CAND_00434,REQ_AI_001,2025-12-08,Applied,39.82277939580116,Agency
CAND_00435,REQ_AI_001,2025-02-20,Technical Assessment,48.82101084898314,LinkedIn
CAND_00436,REQ_AI_001,2025-06-02,Offer,48.82101084898314,Agency
CAND_00437,REQ_AI_001,2025-07-05,Applied,65.80549838612207,LinkedIn
CAND_00438,REQ_MFG_003,2025-03-04,Screening,0.8059103342119789,Referral
CAND_00439,REQ_MFG_003,2025-07-09,Applied,94.3174822961285,Agency
CAND_00440,REQ_BOT_002,2025-05-05,Applied,23.714446597771122,Referral
CAND_00441,REQ_BOT_002,2025-05-30,Applied,10.761418475985884,Agency
CAND_00442,REQ_MFG_003,2025-11-10,Technical Assessment,76.81281783808822,Agency
CAND_00443,REQ_MFG_003,2025-02-27,Screening,50.047731586671816,Career Site
CAND_00444,REQ_AI_001,2025-12-08,Applied,43.377056601801755,LinkedIn
CAND_00445,REQ_AI_001,2025-11-01,Technical Assessment,24.950307968274178,Referral
CAND_00446,REQ_BOT_002,2025-06-29,Screening,54.74714898623186,Referral
CAND_00447,REQ_MFG_003,2025-06-19,Technical Assessment,27.438460520258744,Referral
CAND_00448,REQ_BOT_002,2025-11-22,Screening,90.15830052870676,LinkedIn
CAND_00449,REQ_MFG_003,2025-09-28,Screening,21.52044797331928,Career Site
CAND_00450,REQ_AI_001,2025-02-23,Applied,88.43551504557536,Referral
CAND_00451,REQ_BOT_002,2025-04-11,Applied,55.940542572735694,LinkedIn
CAND_00452,REQ_BOT_002,2025-09-21,Hired,48.82101084898314,Agency
CAND_00453,REQ_MFG_003,2025-02-22,Applied,71.2845995860955,Referral
CAND_00454,REQ_AI_001,2025-03-01,Hired,69.66951114367485,Referral
CAND_00455,REQ_BOT_002,2025-04-18,Screening,32.43458076950557,Career Site
CAND_00456,REQ_AI_001,2025-01-05,Applied,23.38969314722035,Referral
CAND_00457,REQ_BOT_002,2025-04-13,Applied,21.088622768078814,Referral
CAND_00458,REQ_AI_001,2025-07-15,Applied,48.82101084898314,Agency
CAND_00459,REQ_MFG_003,2025-09-19,Offer,82.042682025902,LinkedIn
CAND_00460,REQ_BOT_002,2025-12-31,Screening,44.057352801230735,LinkedIn
CAND_00461,REQ_BOT_002,2026-01-07,Applied,13.24046134964546,Career Site
CAND_00462,REQ_AI_001,2025-12-16,Applied,38.225225197745836,Agency
CAND_00463,REQ_AI_001,2025-02-16,Applied,61.93434541369114,LinkedIn
CAND_00464,REQ_BOT_002,2025-12-21,Screening,48.82101084898314,Agency
CAND_00465,REQ_MFG_003,2025-11-07,Applied,78.0189268482995,LinkedIn
CAND_00466,REQ_AI_001,2025-11-04,Technical Assessment,99.76228222513855,Agency
CAND_00467,REQ_AI_001,2025-05-24,Applied,19.113208844889684,Career Site
CAND_00468,REQ_AI_001,2025-09-26,Applied,45.965081965957246,Referral
CAND_00469,REQ_BOT_002,2026-01-05,Screening,48.82101084898314,Career Site
CAND_00470,REQ_BOT_002,2025-05-04,Screening,30.44925327489508,LinkedIn
CAND_00471,REQ_BOT_002,2025-04-16,Hired,19.80955167202896,Career Site
CAND_00472,REQ_BOT_002,2025-06-07,Screening,48.82101084898314,Referral
CAND_00473,REQ_MFG_003,2025-05-27,Applied,88.71193172236984,Career Site
CAND_00474,REQ_MFG_003,2025-05-25,Screening,41.98486976863176,LinkedIn
CAND_00475,REQ_BOT_002,2025-04-30,Applied,49.68955185000489,LinkedIn
CAND_00476,REQ_MFG_003,2025-11-15,Applied,91.69420482009158,Career Site
CAND_00477,REQ_AI_001,2025-10-02,Hired,77.62904775159478,Referral
CAND_00478,REQ_AI_001,2025-04-02,Technical Assessment,13.050126411718422,Career Site
CAND_00479,REQ_AI_001,2025-02-27,Hired,56.54199676077424,Referral
CAND_00480,REQ_BOT_002,2025-12-12,Screening,44.22522765195591,Agency
CAND_00481,REQ_AI_001,2025-08-17,Screening,79.72110725787628,Referral
CAND_00482,REQ_MFG_003,2025-04-27,Applied,72.42325476119493,Agency
CAND_00483,REQ_BOT_002,2025-11-14,Applied,69.0405721911072,Career Site
CAND_00484,REQ_MFG_003,2025-10-06,Technical Assessment,34.05448354798969,Referral
CAND_00485,REQ_AI_001,2025-05-07,Applied,80.49637303992544,Agency
CAND_00486,REQ_AI_001,2026-01-28,Technical Assessment,5.239129559486122,Agency
CAND_00487,REQ_AI_001,2026-01-31,Technical Assessment,15.962490143216723,Agency
CAND_00488,REQ_BOT_002,2025-05-09,Applied,33.56232729779117,LinkedIn
CAND_00489,REQ_MFG_003,2025-02-27,Screening,48.82101084898314,Career Site
CAND_00490,REQ_BOT_002,2025-05-02,Screening,23.49942775346916,Agency
CAND_00491,REQ_BOT_002,2025-01-01,Applied,83.01509829979182,Referral
CAND_00492,REQ_AI_001,2025-08-27,Technical Assessment,94.82515377900793,Agency
CAND_00493,REQ_BOT_002,2025-10-17,Screening,48.82101084898314,LinkedIn
CAND_00494,REQ_BOT_002,2025-04-06,Applied,48.82101084898314,Career Site
CAND_00495,REQ_AI_001,2025-05-06,Screening,27.98926522464269,LinkedIn
CAND_00496,REQ_BOT_002,2025-04-28,Hired,27.771908735084384,LinkedIn
CAND_00497,REQ_AI_001,2025-02-17,Applied,3.593018218597299,LinkedIn
CAND_00498,REQ_AI_001,2025-03-30,Technical Assessment,92.69163463311081,Referral
CAND_00499,REQ_AI_001,2025-08-25,Applied,21.36981415703284,Career Site
CAND_00500,REQ_AI_001,2026-01-08,Technical Assessment,42.0004074081405,Career Site
CAND_00501,REQ_BOT_002,2026-01-20,Technical Assessment,0.9686882740967739,Referral
CAND_00502,REQ_AI_001,2025-09-29,Applied,85.79550909150572,Career Site
CAND_00503,REQ_AI_001,2025-07-08,Applied,73.11573444549173,LinkedIn
CAND_00504,REQ_BOT_002,2025-07-11,Technical Assessment,94.67560351737032,Career Site
CAND_00505,REQ_BOT_002,2025-03-10,Screening,78.1615479196399,Referral
CAND_00506,REQ_MFG_003,2025-10-05,Technical Assessment,31.370651205206524,LinkedIn
CAND_00507,REQ_BOT_002,2025-12-15,Applied,24.787335872842363,Referral
CAND_00508,REQ_BOT_002,2025-09-04,Onsite,69.7716307553293,Agency
CAND_00509,REQ_MFG_003,2025-03-17,Technical Assessment,48.82101084898314,LinkedIn
CAND_00510,REQ_BOT_002,2025-06-03,Offer,56.621501575261654,LinkedIn
CAND_00511,REQ_BOT_002,2025-05-24,Applied,0.6257471026470229,Career Site
CAND_00512,REQ_BOT_002,2025-03-27,Screening,6.188570168047525,LinkedIn
CAND_00513,REQ_BOT_002,2025-07-04,Screening,53.53679411816512,Referral
CAND_00514,REQ_MFG_003,2025-10-12,Applied,56.60716464481651,Career Site
CAND_00515,REQ_BOT_002,2025-08-08,Screening,75.14529444593437,Agency
CAND_00516,REQ_BOT_002,2025-03-10,Applied,13.196531962396174,Referral
CAND_00517,REQ_MFG_003,2025-02-16,Technical Assessment,48.82101084898314,Agency
CAND_00518,REQ_AI_001,2025-04-04,Screening,19.44476444316886,Agency
CAND_00519,REQ_MFG_003,2025-08-26,Applied,9.319611956269469,Agency
CAND_00520,REQ_AI_001,2025-07-23,Screening,41.04957940605546,LinkedIn
CAND_00521,REQ_MFG_003,2026-02-04,Screening,16.333664808905723,Referral
CAND_00522,REQ_MFG_003,2025-08-06,Applied,22.17819781923186,Referral
CAND_00523,REQ_BOT_002,2025-12-07,Hired,31.755457986950177,LinkedIn
CAND_00524,REQ_AI_001,2025-02-08,Offer,25.938840074319625,Career Site
CAND_00525,REQ_BOT_002,2025-04-10,Screening,8.75912974059464,Agency
CAND_00526,REQ_AI_001,2025-10-16,Applied,48.82101084898314,Referral
CAND_00527,REQ_MFG_003,2025-09-11,Technical Assessment,19.32494152341682,LinkedIn
CAND_00528,REQ_MFG_003,2025-08-10,Screening,5.055918795953895,Agency
CAND_00529,REQ_AI_001,2025-12-23,Applied,62.645701967692716,Career Site
CAND_00530,REQ_BOT_002,2025-01-23,Screening,28.732671650890197,Career Site
CAND_00531,REQ_BOT_002,2025-09-07,Screening,27.974596776907102,Agency
CAND_00532,REQ_BOT_002,2025-01-10,Screening,48.82101084898314,Career Site
CAND_00533,REQ_BOT_002,2025-09-03,Screening,48.82101084898314,Referral
CAND_00534,REQ_MFG_003,2025-11-21,Screening,87.06338814834905,Referral
CAND_00535,REQ_MFG_003,2025-04-10,Offer,48.82101084898314,Referral
CAND_00536,REQ_MFG_003,2025-10-17,Applied,72.75292302250949,Career Site
CAND_00537,REQ_MFG_003,2025-06-29,Technical Assessment,48.43911856008493,Referral
CAND_00538,REQ_MFG_003,2025-08-11,Onsite,69.38055569674117,LinkedIn
CAND_00539,REQ_BOT_002,2026-01-29,Screening,55.276236803358316,Referral
CAND_00540,REQ_BOT_002,2025-09-07,Screening,48.82101084898314,Referral
CAND_00541,REQ_BOT_002,2025-05-27,Screening,20.85883677410507,Career Site
CAND_00542,REQ_BOT_002,2025-04-06,Screening,29.639200687528344,Referral
CAND_00543,REQ_MFG_003,2025-09-14,Technical Assessment,91.08026709698133,Agency
CAND_00544,REQ_MFG_003,2025-11-21,Screening,54.74148403797259,LinkedIn
CAND_00545,REQ_MFG_003,2025-01-04,Hired,73.39053770018694,Career Site
CAND_00546,REQ_AI_001,2025-01-16,Applied,34.65587598165476,LinkedIn
CAND_00547,REQ_BOT_002,2025-10-07,Applied,40.771577066522525,Agency
CAND_00548,REQ_BOT_002,2025-12-02,Screening,12.556557863725137,Career Site
CAND_00549,REQ_MFG_003,2025-09-04,Applied,17.129495782167037,Career Site
CAND_00550,REQ_BOT_002,2025-09-15,Applied,82.73565548261456,Referral
CAND_00551,REQ_BOT_002,2026-01-19,Applied,58.483863168888206,LinkedIn
CAND_00552,REQ_MFG_003,2025-06-09,Applied,33.75324658838189,Agency
CAND_00553,REQ_AI_001,2025-12-06,Applied,80.2851208995546,Agency
CAND_00554,REQ_AI_001,2025-06-01,Hired,24.6519905637983,Career Site
CAND_00555,REQ_AI_001,2026-01-31,Applied,97.60326986002038,Referral
CAND_00556,REQ_MFG_003,2025-06-27,Technical Assessment,34.48176077461697,Career Site
CAND_00557,REQ_BOT_002,2025-06-12,Technical Assessment,33.73109541512276,Career Site
CAND_00558,REQ_MFG_003,2026-01-15,Offer,31.191190553670523,Career Site
CAND_00559,REQ_MFG_003,2025-02-02,Applied,12.211151592428793,Career Site
CAND_00560,REQ_BOT_002,2025-06-28,Onsite,11.113714733201242,Agency
CAND_00561,REQ_AI_001,2025-04-11,Screening,64.81050345341234,Agency
CAND_00562,REQ_AI_001,2025-09-25,Screening,87.5118044558047,Career Site
CAND_00563,REQ_MFG_003,2025-11-19,Screening,48.82101084898314,Career Site
CAND_00564,REQ_AI_001,2025-03-06,Technical Assessment,14.110759402135109,Referral
CAND_00565,REQ_MFG_003,2025-06-17,Applied,54.55821217920664,Career Site
CAND_00566,REQ_MFG_003,2025-11-26,Technical Assessment,48.82101084898314,Agency
CAND_00567,REQ_BOT_002,2025-02-12,Screening,4.5294643613077445,LinkedIn
CAND_00568,REQ_BOT_002,2025-02-13,Technical Assessment,65.63858593847672,Agency
CAND_00569,REQ_BOT_002,2025-10-12,Hired,53.515233368035034,Referral
CAND_00570,REQ_MFG_003,2026-02-01,Applied,8.202368521147086,Agency
CAND_00571,REQ_BOT_002,2025-01-12,Hired,3.4939246405988444,LinkedIn
CAND_00572,REQ_AI_001,2025-04-05,Applied,98.97564134093346,Career Site
CAND_00573,REQ_AI_001,2025-10-29,Applied,3.0021332149071878,LinkedIn
CAND_00574,REQ_MFG_003,2026-01-21,Applied,44.45282530501596,Career Site
CAND_00575,REQ_MFG_003,2025-09-10,Applied,50.46190246076956,Career Site
CAND_00576,REQ_BOT_002,2025-08-30,Screening,11.728014780044504,Agency
CAND_00577,REQ_MFG_003,2025-02-04,Applied,48.82101084898314,Agency
CAND_00578,REQ_MFG_003,2025-08-03,Applied,35.18050064103525,Agency
CAND_00579,REQ_AI_001,2025-12-03,Offer,76.16758762136627,Referral
CAND_00580,REQ_AI_001,2025-03-31,Technical Assessment,50.70824240602667,Agency
CAND_00581,REQ_BOT_002,2025-09-21,Technical Assessment,48.82101084898314,Referral
CAND_00582,REQ_MFG_003,2025-04-03,Onsite,98.51745550906747,Agency
CAND_00583,REQ_MFG_003,2025-03-31,Technical Assessment,76.80054353132097,Career Site
CAND_00584,REQ_AI_001,2025-04-25,Applied,43.43614981412177,Referral
CAND_00585,REQ_MFG_003,2025-04-15,Applied,44.64419217965487,LinkedIn
CAND_00586,REQ_AI_001,2026-01-26,Technical Assessment,48.82101084898314,Referral
CAND_00587,REQ_BOT_002,2025-07-15,Applied,66.53652084189044,Referral
CAND_00588,REQ_AI_001,2025-11-10,Screening,50.07109258366713,LinkedIn
CAND_00589,REQ_MFG_003,2025-04-24,Applied,64.486122281498,Referral
CAND_00590,REQ_BOT_002,2025-03-16,Applied,2.353249441409877,Career Site
CAND_00591,REQ_AI_001,2026-01-11,Screening,42.962286389684415,Agency
CAND_00592,REQ_AI_001,2025-08-05,Screening,27.893807607347675,LinkedIn
CAND_00593,REQ_BOT_002,2025-10-04,Screening,12.917444524311039,Agency
CAND_00594,REQ_BOT_002,2025-09-06,Screening,48.82101084898314,Career Site
CAND_00595,REQ_AI_001,2025-06-13,Applied,60.319216561466746,LinkedIn
CAND_00596,REQ_MFG_003,2026-01-29,Applied,52.36005471526117,Agency
CAND_00597,REQ_AI_001,2025-12-23,Onsite,25.358411699636918,Agency
CAND_00598,REQ_BOT_002,2025-07-11,Screening,47.09500587725145,Career Site
CAND_00599,REQ_AI_001,2025-08-15,Applied,49.22323151824083,Agency
CAND_00600,REQ_BOT_002,2025-06-26,Technical Assessment,19.500898043861582,Career Site
CAND_00601,REQ_BOT_002,2025-04-09,Applied,65.20930618816506,Referral
CAND_00602,REQ_MFG_003,2025-02-05,Screening,78.09193563860904,Career Site
CAND_00603,REQ_BOT_002,2025-04-06,Applied,79.1463540889519,Referral
CAND_00604,REQ_BOT_002,2025-06-01,Technical Assessment,60.24698307034551,LinkedIn
CAND_00605,REQ_MFG_003,2025-05-31,Screening,51.16385825190141,Agency
CAND_00606,REQ_BOT_002,2025-07-09,Applied,6.100714300539489,Career Site
CAND_00607,REQ_MFG_003,2025-08-12,Onsite,48.82101084898314,Career Site
CAND_00608,REQ_MFG_003,2025-02-06,Screening,9.327144677816989,Agency
CAND_00609,REQ_BOT_002,2025-09-25,Applied,48.82101084898314,Agency
CAND_00610,REQ_BOT_002,2026-01-04,Applied,13.50801462257607,LinkedIn
CAND_00611,REQ_AI_001,2025-07-02,Applied,15.177540985110205,LinkedIn
CAND_00612,REQ_MFG_003,2025-01-13,Applied,88.95766183304922,Career Site
CAND_00613,REQ_AI_001,2025-10-06,Screening,94.39282834764579,LinkedIn
CAND_00614,REQ_BOT_002,2025-08-05,Technical Assessment,76.58290392349099,Referral
CAND_00615,REQ_AI_001,2025-12-21,Screening,0.540492367266987,LinkedIn
CAND_00616,REQ_MFG_003,2025-12-27,Applied,0.13462709565637,LinkedIn
CAND_00617,REQ_AI_001,2025-10-13,Applied,37.81007697874508,Career Site
CAND_00618,REQ_MFG_003,2025-09-30,Applied,14.339537001089253,Referral
CAND_00619,REQ_BOT_002,2026-01-04,Screening,1.8386142151597284,LinkedIn
CAND_00620,REQ_BOT_002,2025-03-03,Technical Assessment,46.406668940450466,Referral
CAND_00621,REQ_MFG_003,2025-03-25,Applied,94.30618974069715,Referral
CAND_00622,REQ_BOT_002,2026-01-03,Technical Assessment,32.38195749024314,Referral
CAND_00623,REQ_BOT_002,2025-08-05,Onsite,66.11406784286964,Agency
CAND_00624,REQ_BOT_002,2025-12-08,Screening,48.82101084898314,Agency
CAND_00625,REQ_BOT_002,2026-02-01,Technical Assessment,25.108010366516776,Agency
CAND_00626,REQ_MFG_003,2025-07-06,Screening,65.04252488238643,Agency
CAND_00627,REQ_AI_001,2025-01-19,Screening,21.233397428689127,Career Site
CAND_00628,REQ_AI_001,2025-06-26,Screening,12.200741357688905,LinkedIn
CAND_00629,REQ_BOT_002,2025-04-10,Screening,48.82101084898314,Agency
CAND_00630,REQ_AI_001,2026-01-31,Applied,11.344081710391674,Career Site
CAND_00631,REQ_AI_001,2025-08-21,Applied,48.82101084898314,LinkedIn
CAND_00632,REQ_BOT_002,2025-03-17,Applied,18.345240115022932,Agency
CAND_00633,REQ_BOT_002,2025-09-22,Screening,59.414186275645754,LinkedIn
CAND_00634,REQ_AI_001,2025-10-11,Applied,41.137457141258935,Agency
CAND_00635,REQ_MFG_003,2025-07-25,Offer,12.63864224056671,Career Site
CAND_00636,REQ_BOT_002,2025-08-11,Technical Assessment,48.82101084898314,Referral
CAND_00637,REQ_MFG_003,2026-01-19,Screening,48.82101084898314,Referral
CAND_00638,REQ_AI_001,2025-02-21,Applied,80.67575637891261,LinkedIn
CAND_00639,REQ_BOT_002,2025-12-05,Onsite,84.2015661506744,Career Site
CAND_00640,REQ_MFG_003,2026-01-02,Technical Assessment,48.271347307693446,Referral
CAND_00641,REQ_BOT_002,2025-05-24,Technical Assessment,48.82101084898314,Agency
CAND_00642,REQ_AI_001,2026-01-08,Applied,67.28471334885448,Referral
CAND_00643,REQ_MFG_003,2025-03-10,Screening,72.42545274991332,LinkedIn
CAND_00644,REQ_AI_001,2025-04-09,Applied,49.25990052218141,LinkedIn
CAND_00645,REQ_AI_001,2026-01-31,Applied,63.34117402421271,Career Site
CAND_00646,REQ_BOT_002,2025-01-25,Technical Assessment,80.55259135760569,LinkedIn
CAND_00647,REQ_MFG_003,2026-01-14,Technical Assessment,39.7884175557023,Referral
CAND_00648,REQ_AI_001,2025-02-22,Screening,80.59789008675837,Referral
CAND_00649,REQ_AI_001,2025-05-31,Onsite,59.201684278906285,Referral
CAND_00650,REQ_MFG_003,2025-05-24,Screening,48.82101084898314,Referral
CAND_00651,REQ_AI_001,2025-02-26,Screening,2.4684157224584613,Career Site
CAND_00652,REQ_AI_001,2025-02-08,Applied,36.275360039915206,Agency
CAND_00653,REQ_MFG_003,2025-04-19,Offer,54.66963282963398,Agency
CAND_00654,REQ_MFG_003,2025-06-30,Applied,83.98203522034883,Career Site
CAND_00655,REQ_MFG_003,2025-02-11,Offer,12.74856801402462,LinkedIn
CAND_00656,REQ_MFG_003,2025-07-05,Technical Assessment,48.82101084898314,Agency
CAND_00657,REQ_BOT_002,2026-02-02,Applied,86.3009046067227,LinkedIn
CAND_00658,REQ_MFG_003,2025-08-11,Screening,15.068748700083379,Agency
CAND_00659,REQ_BOT_002,2025-05-02,Onsite,85.1594319304219,LinkedIn
CAND_00660,REQ_BOT_002,2025-05-13,Screening,99.1453567842792,Career Site
CAND_00661,REQ_BOT_002,2025-06-12,Offer,72.68388310482375,Referral
CAND_00662,REQ_AI_001,2025-08-03,Offer,78.4769681824988,LinkedIn
CAND_00663,REQ_BOT_002,2025-08-09,Screening,99.44152675588734,Referral
CAND_00664,REQ_BOT_002,2025-08-23,Applied,60.548125052594536,LinkedIn
CAND_00665,REQ_AI_001,2025-11-27,Offer,30.78863820162494,LinkedIn
CAND_00666,REQ_AI_001,2025-05-26,Screening,83.75308340760557,LinkedIn
CAND_00667,REQ_AI_001,2025-08-27,Applied,61.44857775116313,LinkedIn
CAND_00668,REQ_MFG_003,2025-03-17,Applied,58.11954237209566,LinkedIn
CAND_00669,REQ_AI_001,2025-01-09,Screening,25.363555551403827,Referral
CAND_00670,REQ_AI_001,2025-03-15,Offer,75.63342695828867,LinkedIn
CAND_00671,REQ_BOT_002,2025-09-10,Technical Assessment,8.166727586009625,Referral
CAND_00672,REQ_AI_001,2025-08-18,Screening,92.42870707946612,Career Site
CAND_00673,REQ_MFG_003,2025-01-07,Applied,32.58234607704848,Agency
CAND_00674,REQ_AI_001,2025-06-23,Applied,12.777465278999045,LinkedIn
CAND_00675,REQ_MFG_003,2025-05-21,Onsite,44.23665331024188,Agency
